65	An American in Paris   into five sections, which culminate in a loose ABA format. Gershwin's first A episode introduces the two main "walking" themes in the "Allegretto grazioso" and develops a third theme in the "Subito con brio". The style of this A section is written in the typical French style of composers Claude Debussy and Les Six. This A section featured duple meter, singsong rhythms, and diatonic melodies with the sounds of oboe, English horn, and taxi horns. The B section's "Andante ma con ritmo deciso" introduces the American Blues and spasms of homesickness. The "Allegro" that follows continues to express homesickness in
66	An American in Paris   a faster twelve-bar blues. In the B section, Gershwin uses common time, syncopated rhythms, and bluesy melodies with the sounds of trumpet, saxophone, and snare drum. "Moderato con grazia" is the last A section that returns to the themes set in A. After recapitulating the "walking" themes, Gershwin overlays the slow blues theme from section B in the final "Grandioso". Instrumentation. "An American in Paris" is scored for 3 flutes (3rd doubling on piccolo), 2 oboes, English horn, 2 clarinets in B-flat, bass clarinet in B-flat, 2 bassoons, 4 horns in F, 3 trumpets in B-flat, 3 trombones, tuba, timpani,
67	An American in Paris   snare drum, bass drum, triangle, wood block, ratchet, cymbals, low and high tom-toms, xylophone, glockenspiel, celesta, 4 taxi horns labeled as A, B, C and D with circles around them, alto saxophone/soprano saxophone, tenor saxophone/soprano saxophone/alto saxophone, baritone saxophone/soprano saxophone/alto saxophone, and strings. Although most modern audiences have heard the taxi horns using the notes A, B, C and D, it has recently come to light that Gershwin's intention was to have used the notes A, B, D, and A. It is likely that in labeling the taxi horns as A, B, C and D with circles, he may have
68	An American in Paris   been referring to the use of the four different horns and not the notes that they played. The revised edition by F. Campbell-Watson calls for three saxophones, alto, tenor and baritone. In this arrangement the soprano and alto doublings have been rewritten to avoid changing instruments. In 2000, Gershwin specialist Jack Gibbons made his own restoration of the original orchestration of An American in Paris, working directly from Gershwin's original manuscript, including the restoration of Gershwin's soprano saxophone parts removed in F. Campbell-Watson's revision; Gibbons' restored orchestration of An American in Paris was performed at London's Queen Elizabeth Hall on
69	An American in Paris   July 9, 2000 by the City of Oxford Orchestra conducted by Levon Parikian William Daly arranged the score for piano solo which was published by New World Music in 1929. Response. Gershwin did not particularly like Walter Damrosch's interpretation at the world premiere of "An American in Paris". He stated that Damrosch's sluggish, dragging tempo caused him to walk out of the hall during a matinee performance of this work. The audience, according to Edward Cushing, responded with "a demonstration of enthusiasm impressively genuine in contrast to the conventional applause which new music, good and bad, ordinarily arouses." Critics believed
70	An American in Paris   that "An American in Paris" was better crafted than his lukewarm Concerto in F. Some did not think it belonged in a program with classical composers César Franck, Richard Wagner, or Guillaume Lekeu on its premiere. Gershwin responded to the critics, "It's not a Beethoven Symphony, you know... It's a humorous piece, nothing solemn about it. It's not intended to draw tears. If it pleases symphony audiences as a light, jolly piece, a series of impressions musically expressed, it succeeds." Preservation status. On September 22, 2013, it was announced that a musicological critical edition of the full orchestral score will
71	An American in Paris   be eventually released. The Gershwin family, working in conjunction with the Library of Congress and the University of Michigan, are working to make scores available to the public that represent Gershwin's true intent. It is unknown if the critical score will include the four minutes of material Gershwin later deleted from the work (such as the restatement of the blues theme after the faster 12 bar blues section), or if the score will document changes in the orchestration during Gershwin's composition process. The score to "An American in Paris" is currently scheduled to be issued first in a series of
72	An American in Paris   scores to be released. The entire project may take 30 to 40 years to complete, but "An American in Paris" will be an early volume in the series. Two urtext editions of the work were published by the German publisher B-Note Music in 2015. The changes made by Campbell-Watson have been withdrawn in both editions. In the extended urtext, 120 bars of music have been re-integrated. Conductor Walter Damrosch had cut them shortly before the first performance. Recordings. "An American in Paris" has been frequently recorded. The first recording was made for RCA Victor in 1929 with Nathaniel Shilkret conducting
73	An American in Paris   the RCA Victor Symphony Orchestra, drawn from members of the Philadelphia Orchestra. Gershwin was on hand to "supervise" the recording; however, Shilkret was reported to be in charge and eventually asked the composer to leave the recording studio. Then, a little later, Shilkret discovered there was no one to play the brief celesta solo during the slow section, so he hastily asked Gershwin if he might play the solo; Gershwin said he could and so he briefly participated in the actual recording. This recording is believed to use the taxi horns in the way that Gershwin had intended using the
74	An American in Paris   notes A-flat, B-flat, a higher D and a lower A. The radio broadcast of the September 8, 1937 Hollywood Bowl George Gershwin Memorial Concert, in which "An American in Paris," also conducted by Shilkret, was second on the program, was recorded and was released in 1998 in a two-CD set. Arthur Fiedler and the Boston Pops Orchestra recorded the work for RCA Victor, including one of the first stereo recordings of the music. In 1945, Arturo Toscanini conducting the NBC Symphony Orchestra recorded the piece for RCA Victor, one of the few commercial recordings Toscanini made of music by an
75	An American in Paris   American composer. The Seattle Symphony also recorded a version in 1990 of Gershwin's original score, before he made numerous edits resulting in the score as we hear it today. Harry James released a version of the blues section on his 1953 album "One Night Stand," recorded live at the Aragon Ballroom in Chicago (Columbia GL 522 and CL 522). Use in film. In 1951, Metro-Goldwyn-Mayer released the musical film "An American in Paris", featuring Gene Kelly and Leslie Caron. Winning the 1951 Best Picture Oscar and numerous other awards, the film was directed by Vincente Minnelli, featured many tunes of
76	An American in Paris   Gershwin, and concluded with an extensive, elaborate dance sequence built around the "An American in Paris" symphonic poem (arranged for the film by Johnny Green), costing $500,000. Further reading. - Rimler, Walter. "George Gershwin – An Intimate Portrait". Urbana, University of Illinois Press, 2009. 29–33. - Pollack, Howard. "George Gershwin – His Life and Work". Berkeley, University of California Press, 2006. 431–42. External links. - 1944 recording by the New York Philharmonic conducted by Artur Rodziński - , New York Philharmonic, Leonard Bernstein, 1959.
77	International Atomic Time   International Atomic Time International Atomic Time (TAI, from the French name ) is a high-precision atomic coordinate time standard based on the notional passage of proper time on Earth's geoid. It is the principal realisation of Terrestrial Time (with a fixed offset of epoch). It is also the basis for Coordinated Universal Time (UTC), which is used for civil timekeeping all over the Earth's surface. , when another leap second was added, TAI is exactly 37 seconds ahead of UTC. The 37 seconds results from the initial difference of 10 seconds at the start of 1972, plus 27 leap seconds
78	International Atomic Time   in UTC since 1972. TAI may be reported using traditional means of specifying days, carried over from non-uniform time standards based on the rotation of the Earth. Specifically, both Julian Dates and the Gregorian calendar are used. TAI in this form was synchronised with Universal Time at the beginning of 1958, and the two have drifted apart ever since, due to the changing motion of the Earth. Operation. TAI is a weighted average of the time kept by over 400 atomic clocks in over 50 national laboratories worldwide. The majority of the clocks involved are caesium clocks; the International System
79	International Atomic Time   of Units (SI) definition of the second is based on caesium. The clocks are compared using GPS signals and two-way satellite time and frequency transfer. Due to the signal averaging TAI is an order of magnitude more stable than its best constituent clock. The participating institutions each broadcast, in real time, a frequency signal with timecodes, which is their estimate of TAI. Time codes are usually published in the form of UTC, which differs from TAI by a well-known integer number of seconds. These time scales are denoted in the form "UTC(NPL)" in the UTC form, where "NPL" in this
80	International Atomic Time   case identifies the National Physical Laboratory, UK. The TAI form may be denoted "TAI(NPL)". The latter is not to be confused with "TA(NPL)", which denotes an independent atomic time scale, not synchronised to TAI or to anything else. The clocks at different institutions are regularly compared against each other. The International Bureau of Weights and Measures (BIPM, France), combines these measurements to retrospectively calculate the weighted average that forms the most stable time scale possible. This combined time scale is published monthly in "Circular T", and is the canonical TAI. This time scale is expressed in the form of tables
81	International Atomic Time   of differences UTC − UTC("k") (equivalent to TAI − TAI("k")) for each participating institution "k". The same circular also gives tables of TAI − TA("k"), for the various unsynchronised atomic time scales. Errors in publication may be corrected by issuing a revision of the faulty Circular T or by errata in a subsequent Circular T. Aside from this, once published in Circular T, the TAI scale is not revised. In hindsight it is possible to discover errors in TAI, and to make better estimates of the true proper time scale. Since the published circulars are definitive, better estimates do not
82	International Atomic Time   create another version of TAI; it is instead considered to be creating a better realisation of Terrestrial Time (TT). History. Early atomic time scales consisted of quartz clocks with frequencies calibrated by a single atomic clock; the atomic clocks were not operated continuously. Atomic timekeeping services started experimentally in 1955, using the first caesium atomic clock at the National Physical Laboratory, UK (NPL). It was used as a basis for calibrating the quartz clocks at the Royal Greenwich Observatory and to establish a time scale, called Greenwich Atomic (GA). The United States Naval Observatory began the A.1 scale on 13
83	International Atomic Time   September 1956, using an Atomichron commercial atomic clock, followed by the NBS-A scale at the National Bureau of Standards, Boulder, Colorado on 9 October 1957. The International Time Bureau (BIH) began a time scale, T or AM, in July 1955, using both local caesium clocks and comparisons to distant clocks using the phase of VLF radio signals. The BIH scale, A.1, and NBS-A were defined by an epoch at the beginning of 1958 The procedures used by the BIH evolved, and the name for the time scale changed: "A3" in 1964 and "TA(BIH)" in 1969. The SI second was defined
84	International Atomic Time   in terms of the caesium atom in 1967. From 1971 to 1975 the General Conference on Weights and Measures and the International Committee for Weights and Measures made a series of decisions which designated the BIPM time scale International Atomic Time (TAI). In the 1970s, it became clear that the clocks participating in TAI were ticking at different rates due to gravitational time dilation, and the combined TAI scale therefore corresponded to an average of the altitudes of the various clocks. Starting from Julian Date 2443144.5 (1 January 1977 00:00:00), corrections were applied to the output of all participating clocks,
85	International Atomic Time   so that TAI would correspond to proper time at mean sea level (the geoid). Because the clocks were, on average, well above sea level, this meant that TAI slowed down, by about one part in a trillion. The former uncorrected time scale continues to be published, under the name "EAL" ("Echelle Atomique Libre", meaning "Free Atomic Scale"). The instant that the gravitational correction started to be applied serves as the epoch for Barycentric Coordinate Time (TCB), Geocentric Coordinate Time (TCG), and Terrestrial Time (TT), which represent three fundamental time scales in the solar system. All three of these time scales
86	International Atomic Time   were defined to read JD 2443144.5003725 (1 January 1977 00:00:32.184) exactly at that instant. TAI was henceforth a realisation of TT, with the equation TT(TAI) = TAI + 32.184 s. The continued existence of TAI was questioned in a 2007 letter from the BIPM to the ITU-R which stated, "In the case of a redefinition of UTC without leap seconds, the CCTF would consider discussing the possibility of suppressing TAI, as it would remain parallel to the continuous UTC." Relation to UTC. UTC is a discontinuous time scale. It is regularly adjusted by leap seconds. Between these adjustments it is
87	International Atomic Time   composed from segments that are linear transformations of atomic time. From its beginning in 1961 through December 1971 the adjustments were made regularly in fractional leap seconds so that UTC approximated UT2. Afterwards these adjustments were made only in whole seconds to approximate UT1. This was a compromise arrangement in order to enable a publicly broadcast time scale; the post-1971 more linear transformation of the BIH's atomic time meant that the time scale would be more stable and easier to synchronize internationally. The fact that it continues to approximate UT1 means that tasks such as navigation which require a source
88	International Atomic Time   of Universal Time continue to be well served by the public broadcast of UTC. See also. - Clock synchronization - Network Time Protocol - Precision Time Protocol - Time and frequency transfer External links. - Bureau International des Poids et Mesures: TAI - Time and Frequency Section - National Physical Laboratory, UK - IERS website - NIST Web Clock FAQs - History of time scales - NIST-F1 Cesium Fountain Atomic Clock - Japan Standard Time Project, NICT, Japan - Standard of time definition: UTC, GPS, LORAN and TAI
89	Alain Connes   Alain Connes Alain Connes (; born 1 April 1947) is a French mathematician, currently Professor at the Collège de France, IHÉS, Ohio State University and Vanderbilt University. He was an Invited Professor at the Conservatoire national des arts et métiers (2000). Work. Alain Connes studies operator algebras. In his early work on von Neumann algebras in the 1970s, he succeeded in obtaining the almost complete classification of injective factors. He also formulated the Connes embedding problem. Following this, he made contributions in operator K-theory and index theory, which culminated in the Baum–Connes conjecture. He also introduced cyclic cohomology in the
90	Alain Connes   early 1980s as a first step in the study of noncommutative differential geometry. He was a member of Bourbaki. Connes has applied his work in areas of mathematics and theoretical physics, including number theory, differential geometry and particle physics. Awards and honours. Connes was awarded the Fields Medal in 1982, the Crafoord Prize in 2001 Books. - Alain Connes and Matilde Marcolli, "Noncommutative Geometry, Quantum Fields and Motives", Colloquium Publications, American Mathematical Society, 2007, - Alain Connes, Andre Lichnerowicz, and Marcel Paul Schutzenberger, "Triangle of Thought", translated by Jennifer Gage, American Mathematical Society, 2001, - Jean-Pierre Changeux, and Alain Connes,
91	Alain Connes   "Conversations on Mind, Matter, and Mathematics", translated by M. B. DeBevoise, Princeton University Press, 1998, - Alain Connes, "Noncommutative Geometry", Academic Press, 1994, See also. - Bost–Connes system - Cyclic homology - Factor (functional analysis) - Higgs boson - C*-algebra - M-theory - Groupoid - Criticism of non-standard analysis External links. - Alain Connes Official Web Site containing downloadable papers, and his book "Non-commutative geometry", . - Alain Connes' Standard Model - An interview with Alain Connes and a discussion about it
92	Allan Dwan   Allan Dwan Allan D
